problem,module,changed_param,config_name,result_file,status,objective_value,solution_Z,runtime_pipeline,runtime_total,changed_count,changed_param_path,base_value,param_value,config_file,rank_in_problem_module_param
milp2,candidate,min_far_candidates,candidate_min_far_candidates_1,output\param_comp\candidate\candidate_min_far_candidates_1__problem_milp_2.json,feasible,19942.391304,19942.391304,0.24836945533752441,0.24836945533752441,1,iterative_config.candidate_config.min_far_candidates,2,1,D:\codes\Python\CIC\config\candidate\candidate_min_far_candidates_1.json,1.0
milp2,candidate,min_hamming_distance,candidate_min_hamming_distance_1,output\param_comp\candidate\candidate_min_hamming_distance_1__problem_milp_2.json,feasible,19942.391304,19942.391304,0.23312711715698242,0.23312711715698242,1,iterative_config.candidate_config.min_hamming_distance,2,1,D:\codes\Python\CIC\config\candidate\candidate_min_hamming_distance_1.json,1.0
milp2,candidate,objective_bonus,candidate_objective_bonus_0.01,output\param_comp\candidate\candidate_objective_bonus_0.01__problem_milp_2.json,feasible,20084.103448,20084.103448,0.2534489631652832,0.2534489631652832,1,iterative_config.candidate_config.objective_bonus,0.05,0.01,D:\codes\Python\CIC\config\candidate\candidate_objective_bonus_0.01.json,1.0
milp2,candidate,top_k,candidate_top_k_12,output\param_comp\candidate\candidate_top_k_12__problem_milp_2.json,feasible,20084.103448,20084.103448,0.2599802017211914,0.2599802017211914,1,iterative_config.candidate_config.top_k,8,12,D:\codes\Python\CIC\config\candidate\candidate_top_k_12.json,1.0
milp2,local,,local_max_start_points_3,output\param_comp\local\local_max_start_points_3__problem_milp_2.json,feasible,20084.103448,20084.103448,0.26309728622436523,0.26309728622436523,0,,,,D:\codes\Python\CIC\config\local\local_max_start_points_3.json,1.0
milp2,local,max_iter,local_max_iter_50,output\param_comp\local\local_max_iter_50__problem_milp_2.json,feasible,20084.103448,20084.103448,0.2429037094116211,0.2429037094116211,1,iterative_config.local_refine_config.max_iter,20,50,D:\codes\Python\CIC\config\local\local_max_iter_50.json,1.0
milp2,local,max_start_points,local_max_start_points_5,output\param_comp\local\local_max_start_points_5__problem_milp_2.json,feasible,19942.391304,19942.391304,0.2602365016937256,0.2602365016937256,1,iterative_config.local_refine_config.max_start_points,3,5,D:\codes\Python\CIC\config\local\local_max_start_points_5.json,1.0
milp2,qaoa,,"qaoa_gamma_values_[0.2,0.5]","output\param_comp\qaoa\qaoa_gamma_values_[0.2,0.5]__problem_milp_2.json",feasible,19942.391304,19942.391304,0.2370913028717041,0.2370913028717041,0,,,,"D:\codes\Python\CIC\config\qaoa\qaoa_gamma_values_[0.2,0.5].json",1.0
milp2,qaoa,beta_values,"qaoa_beta_values_[0.1,0.3]","output\param_comp\qaoa\qaoa_beta_values_[0.1,0.3]__problem_milp_2.json",feasible,19942.391304,19942.391304,0.23593711853027344,0.23593711853027344,1,quantum_config.qaoa_config.beta_values,"[0.2, 0.5]","[0.1, 0.3]","D:\codes\Python\CIC\config\qaoa\qaoa_beta_values_[0.1,0.3].json",1.0
milp2,qaoa,gamma_values,"qaoa_gamma_values_[0.5,1.0]","output\param_comp\qaoa\qaoa_gamma_values_[0.5,1.0]__problem_milp_2.json",feasible,19942.391304,19942.391304,0.2764902114868164,0.2764902114868164,1,quantum_config.qaoa_config.gamma_values,"[0.2, 0.5]","[0.5, 1.0]","D:\codes\Python\CIC\config\qaoa\qaoa_gamma_values_[0.5,1.0].json",1.0
milp2,qaoa,p,qaoa_p_2,output\param_comp\qaoa\qaoa_p_2__problem_milp_2.json,feasible,19942.391304,19942.391304,0.34627795219421387,0.34627795219421387,1,quantum_config.qaoa_config.p,1,2,D:\codes\Python\CIC\config\qaoa\qaoa_p_2.json,1.0
milp2,qaoa,shots,qaoa_shots_256,output\param_comp\qaoa\qaoa_shots_256__problem_milp_2.json,feasible,20084.103448,20084.103448,0.2948923110961914,0.2948923110961914,1,quantum_config.qaoa_config.shots,128,256,D:\codes\Python\CIC\config\qaoa\qaoa_shots_256.json,1.0
milp2,qubo,,qubo_hamming_penalty_1.5,output\param_comp\qubo\qubo_hamming_penalty_1.5__problem_milp_2.json,feasible,20084.103448,20084.103448,0.2848691940307617,0.2848691940307617,0,,,,D:\codes\Python\CIC\config\qubo\qubo_hamming_penalty_1.5.json,1.0
milp2,qubo,elite_weight,qubo_elite_weight_0.2,output\param_comp\qubo\qubo_elite_weight_0.2__problem_milp_2.json,feasible,20084.103448,20084.103448,0.2522318363189697,0.2522318363189697,1,quantum_config.qubo_config.elite_weight,0.5,0.2,D:\codes\Python\CIC\config\qubo\qubo_elite_weight_0.2.json,1.0
milp2,qubo,exploration_boost,qubo_exploration_boost_1.0,output\param_comp\qubo\qubo_exploration_boost_1.0__problem_milp_2.json,feasible,19942.391304,19942.391304,0.26769304275512695,0.26769304275512695,1,quantum_config.qubo_config.exploration_boost,0.5,1,D:\codes\Python\CIC\config\qubo\qubo_exploration_boost_1.0.json,1.0
milp2,qubo,hamming_penalty,qubo_hamming_penalty_0.5,output\param_comp\qubo\qubo_hamming_penalty_0.5__problem_milp_2.json,feasible,19942.391304,19942.391304,0.2940492630004883,0.2940492630004883,1,quantum_config.qubo_config.hamming_penalty,1.5,0.5,D:\codes\Python\CIC\config\qubo\qubo_hamming_penalty_0.5.json,1.0
milp2,qubo,resource_penalty,qubo_resource_penalty_20.0,output\param_comp\qubo\qubo_resource_penalty_20.0__problem_milp_2.json,feasible,19942.391304,19942.391304,0.28000879287719727,0.28000879287719727,1,quantum_config.qubo_config.resource_penalty,10,20,D:\codes\Python\CIC\config\qubo\qubo_resource_penalty_20.0.json,1.0
milp2,qubo,tabu_penalty,qubo_tabu_penalty_10.0,output\param_comp\qubo\qubo_tabu_penalty_10.0__problem_milp_2.json,feasible,20084.103448,20084.103448,0.2880265712738037,0.2880265712738037,1,quantum_config.qubo_config.tabu_penalty,5,10,D:\codes\Python\CIC\config\qubo\qubo_tabu_penalty_10.0.json,1.0
